RowId,customerID,gender,SeniorCitizen,Partner,Supplementary Line,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8715-KKTFGOne yearBank transfer (automatic),8715-KKTFG,Female,0,Yes,,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),103.3,6518.35,No
0876-WDUUZMonth-to-monthCredit card (automatic),0876-WDUUZ,Female,0,No,,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),85.4,425.9,Yes
7080-TNUWPOne yearBank transfer (automatic),7080-TNUWP,Male,0,Yes,,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95,6602.9,No
9853-JFZDUMonth-to-monthElectronic check,9853-JFZDU,Female,0,Yes,,No,35,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,56.85,1861.1,No
3567-PQTSOOne yearElectronic check,3567-PQTSO,Male,0,Yes,,Yes,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.25,5576.3,No
9940-HPQPGMonth-to-monthBank transfer (automatic),9940-HPQPG,Female,0,Yes,,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),91.75,865.8,Yes
9494-BDNNCOne yearElectronic check,9494-BDNNC,male,0,Yes,,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,n,Electronic check,95.3,6273.4,No
1094-BKOSXOne yearBank transfer (automatic),1094-BKOSX,Female,0,Yes,,Yes,45,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,no,Bank transfer (automatic),51,2264.5,No
0459-SPZHJTwo yearCredit card (automatic),0459-SPZHJ,M,0,Yes,,Yes,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,n,Credit card (automatic),83.5,5435,No
5536-RTPWKMonth-to-monthBank transfer (automatic),5536-RTPWK,M,0,Yes,,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes
5294-DMSFHMonth-to-monthCredit card (automatic),5294-DMSFH,Female,0,Yes,,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,No
8566-YPRGLMonth-to-monthMailed check,8566-YPRGL,Female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.5,19.5,No
9430-NKQLYTwo yearCredit card (automatic),9430-NKQLY,male,0,Yes,,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.1,1790.8,No
3756-VNWDHOne yearElectronic check,3756-VNWDH,male,1,Yes,,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,100.75,6674.65,No
8393-JMVMBMonth-to-monthMailed check,8393-JMVMB,male,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,19.45,19.45,No
2332-EFBJYMonth-to-monthMailed check,2332-EFBJY,male,0,No,,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.7,342.4,Yes
0260-ZDLGKMonth-to-monthMailed check,0260-ZDLGK,Female,0,No,,Yes,9,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.9,651.4,Yes
8722-NGNBHMonth-to-monthMailed check,8722-NGNBH,male,0,No,,No,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,n,Mailed check,40,223.45,Yes
2320-TZRRHOne yearMailed check,2320-TZRRH,Female,0,No,,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.5,403.15,No
5370-IIVVLOne yearCredit card (automatic),5370-IIVVL,M,0,No,,No,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778,No
4083-EUGRJMonth-to-monthMailed check,4083-EUGRJ,male,0,No,,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.25,178.5,Yes
1353-GHZOSOne yearBank transfer (automatic),1353-GHZOS,male,0,Yes,,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,No
9488-HGMJHMonth-to-monthElectronic check,9488-HGMJH,Female,1,No,,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes
4818-QIUFNMonth-to-monthElectronic check,4818-QIUFN,Female,1,No,,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,Yes
5789-LDFXOOne yearElectronic check,5789-LDFXO,male,0,No,,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Electronic check,24.6,592.65,No
0628-CNQRMOne yearBank transfer (automatic),0628-CNQRM,male,0,Yes,,Yes,22,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,yes,Bank transfer (automatic),67.5,1544.05,Yes
3620-MWJNEMonth-to-monthMailed check,3620-MWJNE,male,0,No,,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,No
3213-VVOLGTwo yearMailed check,3213-VVOLG,male,0,Yes,,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,25.35, ,No
5816-SCGFCMonth-to-monthMailed check,5816-SCGFC,Female,1,No,,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.3,419.35,No
6319-IEJWJMonth-to-monthElectronic check,6319-IEJWJ,male,0,Yes,,Yes,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,yes,Electronic check,90.2,1776.55,Yes
8849-PRIQJOne yearElectronic check,8849-PRIQJ,Female,0,Yes,,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.4,7281.6,No
4393-OBCRROne yearMailed check,4393-OBCRR,Female,0,No,,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,20.25,71.2,No
4112-LUEIZMonth-to-monthElectronic check,4112-LUEIZ,male,0,No,,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes
9365-CSLBQTwo yearMailed check,9365-CSLBQ,male,0,No,,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,24.35,1654.6,No
6986-IXNDMMonth-to-monthElectronic check,6986-IXNDM,male,0,No,,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,yes,Electronic check,92.9,1337.45,No
3423-HHXAOOne yearMailed check,3423-HHXAO,Female,0,Yes,,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.5,272,No
5386-THSLQOne yearBank transfer (automatic),5386-THSLQ,Female,1,Yes,,No,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,n,Bank transfer (automatic),45.55,3027.25,No
5597-GLBUCMonth-to-monthElectronic check,5597-GLBUC,Female,0,No,,No,1,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,85.45,85.45,Yes
4822-YCXMXMonth-to-monthElectronic check,4822-YCXMX,male,0,No,,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,yes,Electronic check,84.8,2043.45,Yes
3627-FCRDWMonth-to-monthElectronic check,3627-FCRDW,female,0,No,,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,71,672.55,Yes
7137-NAXMLOne yearBank transfer (automatic),7137-NAXML,male,0,No,,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Bank transfer (automatic),20.15,405.6,No
6199-IWKGCOne yearElectronic check,6199-IWKGC,Female,1,Yes,,No,46,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,n,Electronic check,100.25,4753.85,No
9955-QOPOYOne yearCredit card (automatic),9955-QOPOY,male,0,Yes,,No,69,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,yes,Credit card (automatic),60.8,4263.4,No
4644-OBGFZOne yearMailed check,4644-OBGFZ,male,0,Yes,,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,19.5,1026.35,No
3066-RRJIOMonth-to-monthMailed check,3066-RRJIO,Female,0,No,,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.95,69.95,Yes
5955-EPOAZMonth-to-monthMailed check,5955-EPOAZ,Female,0,No,,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.95,109.5,No
7044-YAACCMonth-to-monthElectronic check,7044-YAACC,male,1,Yes,,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,yes,Electronic check,70.2,280.35,No
1506-YJTYTTwo yearCredit card (automatic),1506-YJTYT,male,0,Yes,,Yes,45,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,n,Credit card (automatic),73.85,3371,No
4123-DVHPHMonth-to-monthElectronic check,4123-DVHPH,male,0,Yes,,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,yes,Electronic check,88.05,801.3,No
1101-SSWAGMonth-to-monthElectronic check,1101-SSWAG,Female,0,Yes,,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,No
3244-CQPHUTwo yearBank transfer (automatic),3244-CQPHU,Female,1,No,,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.1,7746.7,No
2674-MLXMNMonth-to-monthCredit card (automatic),2674-MLXMN,Female,1,No,,No,71,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.65,6951.15,No
0365-GXEZSMonth-to-monthElectronic check,0365-GXEZS,male,0,Yes,,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,n,Electronic check,78.2,1468.75,No
7872-BAAZROne yearBank transfer (automatic),7872-BAAZR,f,0,Yes,,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Bank transfer (automatic),19.55,1007.9,No
4116-IQRFROne yearCredit card (automatic),4116-IQRFR,male,0,Yes,,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),24.1,73.1,No
2830-LEWOAOne yearCredit card (automatic),2830-LEWOA,male,0,Yes,,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,n,Credit card (automatic),103.9,6449.15,No
2012-NWRPAMonth-to-monthElectronic check,2012-NWRPA,Female,1,Yes,,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,1131.2,Yes
8707-RMEZHOne yearCredit card (automatic),8707-RMEZH,f,1,Yes,,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,n,Credit card (automatic),87.3,6055.55,No
9067-YGSCAOne yearCredit card (automatic),9067-YGSCA,f,0,No,,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Credit card (automatic),26.05,1856.4,No
8510-BBWMUOne yearMailed check,8510-BBWMU,Female,0,No,,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.75,806.95,No
5181-OABFKTwo yearCredit card (automatic),5181-OABFK,Female,0,Yes,,Yes,56,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),61.3,3346.8,No
5073-RZGBKOne yearBank transfer (automatic),5073-RZGBK,Female,0,Yes,,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.05,4042.2,No
2962-XPMCQMonth-to-monthElectronic check,2962-XPMCQ,Male,0,No,,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.15,98.5,Yes
9938-ZREHMOne yearMailed check,9938-ZREHM,f,0,Yes,,No,37,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,n,Mailed check,72.1,2658.4,No
1622-HSHSFMonth-to-monthMailed check,1622-HSHSF,Female,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,19.55,No
5216-WASFJMonth-to-monthElectronic check,5216-WASFJ,Female,1,Yes,,No,31,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.85,2633.4,No
2284-VFLKHOne yearCredit card (automatic),2284-VFLKH,Male,0,Yes,,No,49,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),99.25,4920.8,No
3389-YGYAIMonth-to-monthElectronic check,3389-YGYAI,Female,1,No,,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,Yes
0931-MHTEMOne yearCredit card (automatic),0931-MHTEM,Female,0,No,,No,54,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,5299.65,No
5923-GXUOCMonth-to-monthElectronic check,5923-GXUOC,Male,0,No,,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,Yes
7330-WZLNCMonth-to-monthElectronic check,7330-WZLNC,Female,0,No,,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.8,455.5,Yes
0962-CQPWQTwo yearBank transfer (automatic),0962-CQPWQ,f,0,Yes,,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),20.3,1296.15,No
1555-HAPSUTwo yearCredit card (automatic),1555-HAPSU,f,0,Yes,,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,No
2017-CCBLHTwo yearMailed check,2017-CCBLH,f,0,No,,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20,141.6,No
2176-LVPNXTwo yearMailed check,2176-LVPNX,f,1,No,,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,n,Mailed check,89.85,6293.45,No
3511-BFTJWTwo yearCredit card (automatic),3511-BFTJW,male,0,Yes,,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,n,Credit card (automatic),38.5,2763,No
5376-PCKNBOne yearCredit card (automatic),5376-PCKNB,male,0,Yes,,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.45,7459,No
4299-SIMNSMonth-to-monthElectronic check,4299-SIMNS,male,0,No,,No,9,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,784.45,No
3370-GQEALMonth-to-monthElectronic check,3370-GQEAL,Male,0,Yes,,Yes,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,n,Electronic check,85.45,2509.95,No
3521-SYVORMonth-to-monthElectronic check,3521-SYVOR,Female,0,No,,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,64.75,2345.2,Yes
9050-QLROHMonth-to-monthCredit card (automatic),9050-QLROH,Male,0,No,,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.7,1597.25,Yes
5118-MUEYHMonth-to-monthCredit card (automatic),5118-MUEYH,Female,0,Yes,,No,48,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,5083.55,No
9095-HFAFXMonth-to-monthCredit card (automatic),9095-HFAFX,Female,0,No,,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81,389.6,Yes
2710-WYVXGTwo yearMailed check,2710-WYVXG,f,0,No,,No,3,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Mailed check,71.1,213.35,No
6603-YRDCJTwo yearMailed check,6603-YRDCJ,Male,0,Yes,,No,33,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.05,2018.4,No
3097-FQTVJTwo yearMailed check,3097-FQTVJ,f,0,No,,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Mailed check,20,810.3,No
4419-UJMUSTwo yearElectronic check,4419-UJMUS,Male,0,Yes,,Yes,69,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,99.35,6856.45,No
7609-YBPXGTwo yearBank transfer (automatic),7609-YBPXG,Male,0,No,,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.1,4735.2,No
1757-TCATGOne yearBank transfer (automatic),1757-TCATG,Male,0,Yes,,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.05,746.75,No
5753-QQWPWOne yearElectronic check,5753-QQWPW,Female,0,No,,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,59.9,1654.7,No
2439-QKJULMonth-to-monthMailed check,2439-QKJUL,Male,0,No,,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,n,Mailed check,20.25,109.8,No
4632-PAOYUOne yearMailed check,4632-PAOYU,Male,0,Yes,,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,433.5,No
8191-XWSZGOne yearMailed check,8191-XWSZG,f,0,No,,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,n,Mailed check,20.65,1022.95,No
6490-FGZATMonth-to-monthMailed check,6490-FGZAT,Male,0,No,,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,109.3,No
8204-TIFGJMonth-to-monthBank transfer (automatic),8204-TIFGJ,Female,0,No,,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.3,470.6,No
4056-QHXHZTwo yearMailed check,4056-QHXHZ,f,0,Yes,,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,n,Mailed check,107.45,7576.7,No
1421-HCERKMonth-to-monthBank transfer (automatic),1421-HCERK,Male,1,Yes,,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),105.7,3181.8,No
7233-DRTRFMonth-to-monthElectronic check,7233-DRTRF,Male,0,Yes,,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.4,6444.05,No
3422-LYEPQMonth-to-monthElectronic check,3422-LYEPQ,Male,0,Yes,,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71,71,Yes
6754-WKSHPOne yearBank transfer (automatic),6754-WKSHP,Male,0,No,,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.35,723.3,No
9943-VSZUVMonth-to-monthMailed check,9943-VSZUV,Male,1,No,,No,67,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.7,5060.85,No
4786-UKSNZMonth-to-monthMailed check,4786-UKSNZ,Male,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,Yes
6080-LNESITwo yearMailed check,6080-LNESI,Male,0,No,,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.75,1234.6,No
6646-VRFOLMonth-to-monthElectronic check,6646-VRFOL,Male,1,Yes,,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,Yes
1689-YQBYYMonth-to-monthElectronic check,1689-YQBYY,Female,0,No,,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,893,No
9249-FXSCKOne yearCredit card (automatic),9249-FXSCK,Female,0,No,,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,Yes
6981-TDRFTOne yearElectronic check,6981-TDRFT,Male,0,Yes,,Yes,44,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,2317.1,No
3296-SILRAMonth-to-monthMailed check,3296-SILRA,Female,1,Yes,,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,76.4,76.4,Yes
6407-GSJNLTwo yearBank transfer (automatic),6407-GSJNL,Female,0,No,,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95,1288,No
6427-FEFIGTwo yearCredit card (automatic),6427-FEFIG,Female,0,Yes,,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,n,Credit card (automatic),78.6,1846.65,No
6726-WEXXKOne yearElectronic check,6726-WEXXK,Male,1,Yes,,No,27,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,85.9,2220.1,No
4636-OLWOEOne yearElectronic check,4636-OLWOE,Male,0,No,,Yes,54,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,61,3283.05,No
8809-XKHMDTwo yearBank transfer (automatic),8809-XKHMD,Male,0,Yes,,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No
1597-LHYNCMonth-to-monthElectronic check,1597-LHYNC,Female,1,No,,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95,2497.2,Yes
7493-TPUWZMonth-to-monthElectronic check,7493-TPUWZ,Male,0,No,,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,79.15,Yes
9717-IOAAFTwo yearCredit card (automatic),9717-IOAAF,Male,0,No,,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.85,788.55,No
1293-BSEUNTwo yearMailed check,1293-BSEUN,Female,0,Yes,,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.7,1482.3,No
8608-OZTLBOne yearElectronic check,8608-OZTLB,Male,0,Yes,,Yes,38,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,74.05,2802.3,No
5448-VWNAMMonth-to-monthMailed check,5448-VWNAM,Female,0,No,,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.9,1375.6,No
9318-NKNFCMonth-to-monthMailed check,9318-NKNFC,Male,0,No,,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.85,18.85,Yes
9548-LERKTTwo yearMailed check,9548-LERKT,Male,0,Yes,,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,no,Mailed check,19.75,483.15,No
2400-FEQMETwo yearMailed check,2400-FEQME,Male,0,Yes,,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,no,Mailed check,20.5,1177.95,No
7816-VGHTOTwo yearMailed check,7816-VGHTO,Female,0,Yes,,Yes,6,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,n,Mailed check,40.55,217.5,No
9317-WZPGVMonth-to-monthBank transfer (automatic),9317-WZPGV,Female,1,No,,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.75,159.4,Yes
2164-SOQXLMonth-to-monthMailed check,2164-SOQXL,female,0,Yes,,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,no,Mailed check,20.05,406.05,No
3319-DWOEPMonth-to-monthElectronic check,3319-DWOEP,Male,1,Yes,,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.75,573.75,Yes
1122-YJBCSOne yearCredit card (automatic),1122-YJBCS,Male,0,Yes,,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),53.65,3804.4,No
0898-XCGTFOne yearBank transfer (automatic),0898-XCGTF,Male,0,Yes,,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),96.5,5673.7,No
9488-FYQAUTwo yearBank transfer (automatic),9488-FYQAU,Female,0,Yes,,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.25,6841.4,No
9572-WUKSBMonth-to-monthElectronic check,9572-WUKSB,Male,0,Yes,,No,3,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.9,92.25,No
9153-BTBVVTwo yearBank transfer (automatic),9153-BTBVV,Female,0,Yes,,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,n,Bank transfer (automatic),25,1753,No
7009-LGECIMonth-to-monthBank transfer (automatic),7009-LGECI,Female,0,No,,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.55,235.65,No
9281-CEDRUTwo yearBank transfer (automatic),9281-CEDRU,Female,0,Yes,,No,68,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,4326.25,No
9398-MMQTOMonth-to-monthCredit card (automatic),9398-MMQTO,Male,0,No,,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,No
